"CODIGO_CLIENTE","UF","IDADE","ESCOLARIDADE","ESTADO_CIVIL","QT_FILHOS","CASA_PROPRIA","QT_IMOVEIS","VL_IMOVEIS","OUTRA_RENDA_VALOR","TEMPO_ULTIMO_EMPREGO_MESES","TRABALHANDO_ATUALMENTE","ULTIMO_SALARIO","QT_CARROS","VALOR_TABELA_CARROS","SCORE_CREDITO","EMPRESTIMO"
"253","RJ","57","Segundo Grau Completo","Casado","3","Sim","0","0","0","22","Não","3900","0","0","53","SIM"
"254","SP","62","Superior Cursando","Casado","3","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"255","RJ","65","Superior Completo","Viuvo","1","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"256","RJ","65","Superior Completo","Viuvo","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"257","SP","23","Segundo Grau Completo","Casado","3","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"258","MG","28","Superior Cursando","Casado","3","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"259","SC","30","Superior Completo","Viuvo","1","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"260","PR","32","Superior Cursando","Solteiro","0","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"261","RJ","35","Superior Completo","Solteiro","1","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"262","SP","42","Segundo Grau Completo","Casado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"263","MG","45","Superior Cursando","Casado","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"264","SC","48","Superior Completo","Divorciado","2","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"265","PR","51","Segundo Grau Completo","Divorciado","0","Não","0","0","0","9","Não","4800","1","50000","58","SIM"
"266","RJ","53","Superior Cursando","Solteiro","1","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"267","SP","55","Superior Completo","Solteiro","1","Sim","0","0","0","22","Não","3900","0","0","61","SIM"
"268","MG","57","Segundo Grau Completo","Casado","0","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"269","SC","62","Superior Cursando","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"270","PR","65","Superior Completo","Divorciado","2","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"271","RJ","19","Segundo Grau Completo","Divorciado","1","Não","0","0","0","8","Sim","1800","0","0","64","SIM"
"272","SP","23","Superior Cursando","Casado","2","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"273","RJ","25","Superior Completo","Casado","2","Sim","1","220000","0","18","Sim","2200","2","30000","47","SIM"
"274","SP","27","Segundo Grau Completo","Casado","3","Sim","0","0","0","22","Não","3900","0","0","53","NAO"
"275","MG","28","Superior Cursando","Casado","3","Não","1","370000","0","30","Sim","11500","1","35000","58","SIM"
"276","SC","30","Superior Completo","Viuvo","1","Não","0","0","0","14","Sim","3100","2","40000","61","NAO"
"277","PR","32","Superior Cursando","Solteiro","0","Sim","1","185000","3000","19","Sim","6800","0","0","64","SIM"
"278","RJ","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"279","SP","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"280","MG","45","Superior Cursando","Casado","1","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"281","SC","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"282","PR","51","Segundo Grau Completo","Divorciado","0","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"283","RJ","53","Superior Cursando","Solteiro","1","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"284","SP","55","Superior Completo","Solteiro","1","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"285","MG","57","Segundo Grau Completo","Casado","0","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"286","SC","62","Superior Cursando","Casado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"287","PR","65","Superior Completo","Divorciado","2","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"288","RJ","19","Segundo Grau Completo","Divorciado","1","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"289","SP","23","Segundo Grau Completo","Casado","3","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"290","RJ","25","Superior Cursando","Casado","3","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"291","SP","27","Superior Completo","Viuvo","1","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"292","MG","28","Superior Cursando","Solteiro","0","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"293","SC","30","Superior Completo","Solteiro","1","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"294","PR","32","Segundo Grau Completo","Casado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"295","RJ","35","Superior Cursando","Casado","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"296","SP","42","Superior Completo","Divorciado","2","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"297","MG","45","Segundo Grau Completo","Divorciado","0","Não","0","0","0","9","Não","4800","1","50000","47","SIM"
"298","SC","48","Superior Cursando","Solteiro","1","Sim","1","220000","0","18","Sim","2200","2","30000","53","NAO"
"299","PR","51","Superior Completo","Solteiro","1","Sim","0","0","0","22","Não","3900","0","0","58","SIM"
"300","RJ","53","Segundo Grau Completo","Casado","0","Não","1","370000","0","30","Sim","11500","1","35000","61","NAO"
"301","SP","55","Superior Cursando","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","64","SIM"
"302","MG","57","Superior Completo","Divorciado","2","Sim","1","185000","3000","19","Sim","6800","0","0","47","NAO"
"303","SC","62","Segundo Grau Completo","Divorciado","1","Não","0","0","0","8","Sim","1800","0","0","58","SIM"
"304","PR","65","Superior Cursando","Casado","2","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"305","RJ","19","Superior Completo","Casado","2","Sim","1","220000","0","18","Sim","2200","2","30000","75","SIM"
"306","SP","23","Segundo Grau Completo","Casado","3","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"307","RJ","25","Superior Cursando","Casado","3","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"308","SP","27","Superior Completo","Viuvo","1","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"309","MG","28","Superior Cursando","Solteiro","0","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"310","SC","30","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"311","PR","32","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"312","RJ","35","Superior Cursando","Casado","1","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"313","SP","42","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"314","MG","45","Segundo Grau Completo","Divorciado","0","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"315","SC","48","Superior Cursando","Solteiro","1","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"316","PR","51","Superior Completo","Solteiro","1","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"317","RJ","53","Segundo Grau Completo","Casado","0","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"318","SP","55","Superior Cursando","Casado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"319","MG","57","Superior Completo","Divorciado","2","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"320","SC","62","Segundo Grau Completo","Divorciado","1","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"321","PR","65","Segundo Grau Completo","Casado","3","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"322","RJ","19","Superior Cursando","Casado","3","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"323","SP","23","Superior Completo","Viuvo","1","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"324","RJ","25","Superior Cursando","Solteiro","0","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"325","SP","27","Superior Completo","Solteiro","1","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"326","MG","28","Segundo Grau Completo","Casado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"327","SC","30","Superior Cursando","Casado","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"328","PR","32","Superior Completo","Divorciado","2","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"329","RJ","35","Segundo Grau Completo","Divorciado","0","Não","0","0","0","9","Não","4800","1","50000","92","SIM"
"330","SP","42","Superior Cursando","Solteiro","1","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"331","MG","45","Superior Completo","Solteiro","1","Sim","0","0","0","22","Não","3900","0","0","86","SIM"
"332","SC","48","Segundo Grau Completo","Casado","0","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"333","PR","51","Superior Cursando","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"334","RJ","23","Superior Completo","Divorciado","2","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"335","SP","28","Segundo Grau Completo","Divorciado","1","Não","0","0","0","8","Sim","1800","0","0","82","SIM"
"336","MG","30","Superior Cursando","Casado","2","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"337","SC","32","Superior Completo","Casado","2","Sim","1","220000","0","18","Sim","2200","2","30000","79","SIM"
"338","PR","35","Segundo Grau Completo","Casado","3","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"339","RJ","42","Superior Cursando","Casado","3","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"340","SP","45","Superior Completo","Viuvo","1","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"341","RJ","48","Superior Cursando","Solteiro","0","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"342","SP","51","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"343","MG","53","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"344","SC","55","Superior Cursando","Casado","1","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"345","PR","57","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"346","RJ","62","Segundo Grau Completo","Divorciado","0","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"347","SP","65","Superior Cursando","Solteiro","1","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"348","MG","19","Superior Completo","Solteiro","1","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"349","SC","23","Segundo Grau Completo","Casado","0","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"350","PR","25","Superior Cursando","Casado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"351","RJ","27","Superior Completo","Divorciado","2","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"352","SP","28","Segundo Grau Completo","Divorciado","1","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"353","MG","30","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","75","SIM"
"354","SC","32","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"355","PR","35","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","92","SIM"
"356","RJ","42","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"357","SP","45","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"358","RJ","48","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"359","SP","51","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"360","MG","53","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"361","SC","55","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"362","PR","57","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"363","RJ","62","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"364","SP","65","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"365","MG","19","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"366","SC","23","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"367","PR","25","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"368","RJ","27","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"369","SP","28","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"370","MG","30","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"371","SC","32","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","86","SIM"
"372","PR","35","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"373","RJ","42","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","82","SIM"
"374","SP","45","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"375","RJ","48","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"376","SP","51","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"377","MG","53","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","79","SIM"
"378","SC","55","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"379","PR","57","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","82","SIM"
"380","RJ","62","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"381","SP","65","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"382","MG","19","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"383","SC","23","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","SIM"
"384","PR","25","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","NAO"
"385","RJ","27","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","SIM"
"386","SP","28","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","NAO"
"387","MG","30","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","SIM"
"388","SC","32","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","NAO"
"389","PR","35","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","SIM"
"390","RJ","42","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","NAO"
"391","SP","45","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","SIM"
"392","RJ","48","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","NAO"
"393","SP","51","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","98","SIM"
"394","MG","53","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"395","SC","55","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","58","SIM"
"396","PR","57","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
